0	1.24334
0.000111235	1.24329
0.000222469	1.24324
0.000333704	1.24319
0.000444939	1.24315
0.000556174	1.2431
0.000667408	1.24305
0.000778643	1.243
0.000889878	1.24295
0.00100111	1.2429
0.00111235	1.24286
0.00122358	1.24281
0.00133482	1.24276
0.00144605	1.24271
0.00155729	1.24266
0.00166852	1.24261
0.00177976	1.24256
0.00189099	1.24252
0.00200222	1.24247
0.00211346	1.24242
0.00222469	1.24237
0.00233593	1.24232
0.00244716	1.24227
0.0025584	1.24223
0.00266963	1.24218
0.00278087	1.24213
0.0028921	1.24208
0.00300334	1.24203
0.00311457	1.24198
0.00322581	1.24193
0.00333704	1.24189
0.00344828	1.24184
0.00355951	1.24179
0.00367075	1.24174
0.00378198	1.24169
0.00389321	1.24164
0.00400445	1.2416
0.00411568	1.24155
0.00422692	1.2415
0.00433815	1.24145
0.00444939	1.2414
0.00456062	1.24135
0.00467186	1.24131
0.00478309	1.24126
0.00489433	1.24121
0.00500556	1.24116
0.0051168	1.24111
0.00522803	1.24106
0.00533927	1.24101
0.0054505	1.24097
0.00556174	1.24092
0.00567297	1.24087
0.0057842	1.24082
0.00589544	1.24077
0.00600667	1.24072
0.00611791	1.24068
0.00622914	1.24063
0.00634038	1.24058
0.00645161	1.24053
0.00656285	1.24048
0.00667408	1.24043
0.00678532	1.24038
0.00689655	1.24034
0.00700779	1.24029
0.00711902	1.24024
0.00723026	1.24019
0.00734149	1.24014
0.00745273	1.24009
0.00756396	1.24005
0.00767519	1.24
0.00778643	1.23995
0.00789766	1.2399
0.0080089	1.23985
0.00812013	1.2398
0.00823137	1.23975
0.0083426	1.23971
0.00845384	1.23966
0.00856507	1.23961
0.00867631	1.23956
0.00878754	1.23951
0.00889878	1.23946
0.00901001	1.23942
0.00912125	1.23937
0.00923248	1.23932
0.00934372	1.23927
0.00945495	1.23922
0.00956618	1.23917
0.00967742	1.23912
0.00978865	1.23908
0.00989989	1.23903
0.0100111	1.23898
0.0101224	1.23893
0.0102336	1.23888
0.0103448	1.23883
0.0104561	1.23879
0.0105673	1.23874
0.0106785	1.23869
0.0107898	1.23864
0.010901	1.23859
0.0110122	1.23854
0.0111235	1.23849
0.0112347	1.23845
0.0113459	1.2384
0.0114572	1.23835
0.0115684	1.2383
0.0116796	1.23825
0.0117909	1.2382
0.0119021	1.23816
0.0120133	1.23811
0.0121246	1.23806
0.0122358	1.23801
0.0123471	1.23796
0.0124583	1.23791
0.0125695	1.23786
0.0126808	1.23782
0.012792	1.23777
0.0129032	1.23772
0.0130145	1.23767
0.0131257	1.23762
0.0132369	1.23757
0.0133482	1.23753
0.0134594	1.23748
0.0135706	1.23743
0.0136819	1.23738
0.0137931	1.23733
0.0139043	1.23728
0.0140156	1.23723
0.0141268	1.23719
0.014238	1.23714
0.0143493	1.23709
0.0144605	1.23704
0.0145717	1.23699
0.014683	1.23694
0.0147942	1.2369
0.0149055	1.23685
0.0150167	1.2368
0.0151279	1.23675
0.0152392	1.2367
0.0153504	1.23665
0.0154616	1.2366
0.0155729	1.23656
0.0156841	1.23651
0.0157953	1.23646
0.0159066	1.23641
0.0160178	1.23636
0.016129	1.23631
0.0162403	1.23627
0.0163515	1.23622
0.0164627	1.23617
0.016574	1.23612
0.0166852	1.23607
0.0167964	1.23602
0.0169077	1.23597
0.0170189	1.23593
0.0171301	1.23588
0.0172414	1.23583
0.0173526	1.23578
0.0174638	1.23573
0.0175751	1.23568
0.0176863	1.23564
0.0177976	1.23559
0.0179088	1.23554
0.01802	1.23549
0.0181313	1.23544
0.0182425	1.23539
0.0183537	1.23534
0.018465	1.2353
0.0185762	1.23525
0.0186874	1.2352
0.0187987	1.23515
0.0189099	1.2351
0.0190211	1.23505
0.0191324	1.23501
0.0192436	1.23496
0.0193548	1.23491
0.0194661	1.23486
0.0195773	1.23481
0.0196885	1.23476
0.0197998	1.23471
0.019911	1.23467
0.0200222	1.23462
0.0201335	1.23457
0.0202447	1.23452
0.020356	1.23447
0.0204672	1.23442
